document_tone/tone_categories/0/tones/0/score,document_tone/tone_categories/0/tones/0/tone_id,document_tone/tone_categories/0/tones/0/tone_name,document_tone/tone_categories/0/tones/1/score,document_tone/tone_categories/0/tones/1/tone_id,document_tone/tone_categories/0/tones/1/tone_name,document_tone/tone_categories/0/tones/2/score,document_tone/tone_categories/0/tones/2/tone_id,document_tone/tone_categories/0/tones/2/tone_name,document_tone/tone_categories/0/tones/3/score,document_tone/tone_categories/0/tones/3/tone_id,document_tone/tone_categories/0/tones/3/tone_name,document_tone/tone_categories/0/tones/4/score,document_tone/tone_categories/0/tones/4/tone_id,document_tone/tone_categories/0/tones/4/tone_name,document_tone/tone_categories/0/category_id,document_tone/tone_categories/0/category_name,document_tone/tone_categories/1/tones/0/score,document_tone/tone_categories/1/tones/0/tone_id,document_tone/tone_categories/1/tones/0/tone_name,document_tone/tone_categories/1/tones/1/score,document_tone/tone_categories/1/tones/1/tone_id,document_tone/tone_categories/1/tones/1/tone_name,document_tone/tone_categories/1/tones/2/score,document_tone/tone_categories/1/tones/2/tone_id,document_tone/tone_categories/1/tones/2/tone_name,document_tone/tone_categories/1/category_id,document_tone/tone_categories/1/category_name,document_tone/tone_categories/2/tones/0/score,document_tone/tone_categories/2/tones/0/tone_id,document_tone/tone_categories/2/tones/0/tone_name,document_tone/tone_categories/2/tones/1/score,document_tone/tone_categories/2/tones/1/tone_id,document_tone/tone_categories/2/tones/1/tone_name,document_tone/tone_categories/2/tones/2/score,document_tone/tone_categories/2/tones/2/tone_id,document_tone/tone_categories/2/tones/2/tone_name,document_tone/tone_categories/2/tones/3/score,document_tone/tone_categories/2/tones/3/tone_id,document_tone/tone_categories/2/tones/3/tone_name,document_tone/tone_categories/2/tones/4/score,document_tone/tone_categories/2/tones/4/tone_id,document_tone/tone_categories/2/tones/4/tone_name,document_tone/tone_categories/2/category_id,document_tone/tone_categories/2/category_name
0.125702,anger,Anger,0.106799,disgust,Disgust,0.117716,fear,Fear,0.033897,joy,Joy,0.845103,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0,confident,Confident,0.631794,tentative,Tentative,language_tone,Language Tone,0.772442,openness_big5,Openness,0.456403,conscientiousness_big5,Conscientiousness,0.006434,extraversion_big5,Extraversion,0.387117,agreeableness_big5,Agreeableness,0.164651,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.632971,anger,Anger,0.211023,disgust,Disgust,0.131937,fear,Fear,0.091211,joy,Joy,0.252068,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0,confident,Confident,0.337299,tentative,Tentative,language_tone,Language Tone,0.697426,openness_big5,Openness,0.218748,conscientiousness_big5,Conscientiousness,0.47036,extraversion_big5,Extraversion,0.391543,agreeableness_big5,Agreeableness,0.209565,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.481095,anger,Anger,0.053736,disgust,Disgust,0.272593,fear,Fear,0.038638,joy,Joy,0.461914,sadness,Sadness,emotion_tone,Emotion Tone,0.604211,analytical,Analytical,0,confident,Confident,0.584464,tentative,Tentative,language_tone,Language Tone,0.062286,openness_big5,Openness,0.063199,conscientiousness_big5,Conscientiousness,0.576559,extraversion_big5,Extraversion,0.753881,agreeableness_big5,Agreeableness,0.006377,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.359653,anger,Anger,0.246945,disgust,Disgust,0.061175,fear,Fear,0.050345,joy,Joy,0.585792,sadness,Sadness,emotion_tone,Emotion Tone,0.082071,analytical,Analytical,0.609788,confident,Confident,0,tentative,Tentative,language_tone,Language Tone,0.603976,openness_big5,Openness,0.792561,conscientiousness_big5,Conscientiousness,0.429645,extraversion_big5,Extraversion,0.915919,agreeableness_big5,Agreeableness,0.541458,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.350659,anger,Anger,0.235555,disgust,Disgust,0.176284,fear,Fear,0.248323,joy,Joy,0.251272,sadness,Sadness,emotion_tone,Emotion Tone,0.199577,analytical,Analytical,0,confident,Confident,0.870653,tentative,Tentative,language_tone,Language Tone,0.630771,openness_big5,Openness,0.717759,conscientiousness_big5,Conscientiousness,0.686785,extraversion_big5,Extraversion,0.882199,agreeableness_big5,Agreeableness,0.498467,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.247469,anger,Anger,0.188462,disgust,Disgust,0.46941,fear,Fear,0.006545,joy,Joy,0.473003,sadness,Sadness,emotion_tone,Emotion Tone,0.466153,analytical,Analytical,0,confident,Confident,0.67159,tentative,Tentative,language_tone,Language Tone,0.109102,openness_big5,Openness,0.422139,conscientiousness_big5,Conscientiousness,0.033411,extraversion_big5,Extraversion,0.709595,agreeableness_big5,Agreeableness,0.062125,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.073144,anger,Anger,0.073832,disgust,Disgust,0.11813,fear,Fear,0.687148,joy,Joy,0.10983,sadness,Sadness,emotion_tone,Emotion Tone,0.362804,analytical,Analytical,0,confident,Confident,0.396708,tentative,Tentative,language_tone,Language Tone,0.608859,openness_big5,Openness,0.849879,conscientiousness_big5,Conscientiousness,0.730321,extraversion_big5,Extraversion,0.638099,agreeableness_big5,Agreeableness,0.676361,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.155705,anger,Anger,0.009885,disgust,Disgust,0.32949,fear,Fear,0.067991,joy,Joy,0.664175,sadness,Sadness,emotion_tone,Emotion Tone,0.480055,analytical,Analytical,0,confident,Confident,0,tentative,Tentative,language_tone,Language Tone,0.061422,openness_big5,Openness,0.90252,conscientiousness_big5,Conscientiousness,0.941913,extraversion_big5,Extraversion,0.984656,agreeableness_big5,Agreeableness,0.281695,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.850578,anger,Anger,0.078648,disgust,Disgust,0.179567,fear,Fear,0.015401,joy,Joy,0.102885,sadness,Sadness,emotion_tone,Emotion Tone,0.652756,analytical,Analytical,0,confident,Confident,0.768989,tentative,Tentative,language_tone,Language Tone,0.064095,openness_big5,Openness,0.001344,conscientiousness_big5,Conscientiousness,0.01782,extraversion_big5,Extraversion,0.256723,agreeableness_big5,Agreeableness,0.000007,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.011715,anger,Anger,0.007156,disgust,Disgust,0.194317,fear,Fear,0.783561,joy,Joy,0.024976,sadness,Sadness,emotion_tone,Emotion Tone,0.730043,analytical,Analytical,0,confident,Confident,0.968436,tentative,Tentative,language_tone,Language Tone,0.278262,openness_big5,Openness,0.893198,conscientiousness_big5,Conscientiousness,0.666483,extraversion_big5,Extraversion,0.998925,agreeableness_big5,Agreeableness,0.67748,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.158716,anger,Anger,0.122463,disgust,Disgust,0.165135,fear,Fear,0.147723,joy,Joy,0.532162,sadness,Sadness,emotion_tone,Emotion Tone,0.818352,analytical,Analytical,0,confident,Confident,0.598273,tentative,Tentative,language_tone,Language Tone,0.10183,openness_big5,Openness,0.937926,conscientiousness_big5,Conscientiousness,0.297357,extraversion_big5,Extraversion,0.965705,agreeableness_big5,Agreeableness,0.560754,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.064044,anger,Anger,0.008785,disgust,Disgust,0.052769,fear,Fear,0.473966,joy,Joy,0.462788,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0,confident,Confident,0.635753,tentative,Tentative,language_tone,Language Tone,0.01612,openness_big5,Openness,0.085081,conscientiousness_big5,Conscientiousness,0.053873,extraversion_big5,Extraversion,0.91425,agreeableness_big5,Agreeableness,0.024189,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.116677,anger,Anger,0.052289,disgust,Disgust,0.117032,fear,Fear,0.078508,joy,Joy,0.160518,sadness,Sadness,emotion_tone,Emotion Tone,0.042726,analytical,Analytical,0,confident,Confident,0.985914,tentative,Tentative,language_tone,Language Tone,0.035601,openness_big5,Openness,0.011168,conscientiousness_big5,Conscientiousness,0.000117,extraversion_big5,Extraversion,0.300348,agreeableness_big5,Agreeableness,0.005281,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.204629,anger,Anger,0.008152,disgust,Disgust,0.062347,fear,Fear,0.43333,joy,Joy,0.401308,sadness,Sadness,emotion_tone,Emotion Tone,0.622914,analytical,Analytical,0.801815,confident,Confident,0,tentative,Tentative,language_tone,Language Tone,0.233957,openness_big5,Openness,0.966051,conscientiousness_big5,Conscientiousness,0.979955,extraversion_big5,Extraversion,0.991858,agreeableness_big5,Agreeableness,0.19513,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.097427,anger,Anger,0.25977,disgust,Disgust,0.040291,fear,Fear,0.317609,joy,Joy,0.364816,sadness,Sadness,emotion_tone,Emotion Tone,0.345108,analytical,Analytical,0.674373,confident,Confident,0,tentative,Tentative,language_tone,Language Tone,0.657951,openness_big5,Openness,0.45596,conscientiousness_big5,Conscientiousness,0.378648,extraversion_big5,Extraversion,0.128699,agreeableness_big5,Agreeableness,0.606415,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.244222,anger,Anger,0.122932,disgust,Disgust,0.639107,fear,Fear,0.015227,joy,Joy,0.335743,sadness,Sadness,emotion_tone,Emotion Tone,0.258697,analytical,Analytical,0.966,confident,Confident,0,tentative,Tentative,language_tone,Language Tone,0.008833,openness_big5,Openness,0.721222,conscientiousness_big5,Conscientiousness,0.525589,extraversion_big5,Extraversion,0.980158,agreeableness_big5,Agreeableness,0.159176,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.227299,anger,Anger,0.048996,disgust,Disgust,0.015269,fear,Fear,0.678441,joy,Joy,0.084612,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0,confident,Confident,0.921978,tentative,Tentative,language_tone,Language Tone,0.655395,openness_big5,Openness,0.902483,conscientiousness_big5,Conscientiousness,0.713902,extraversion_big5,Extraversion,0.964985,agreeableness_big5,Agreeableness,0.479895,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.715152,anger,Anger,0.075498,disgust,Disgust,0.004053,fear,Fear,0.302683,joy,Joy,0.02946,sadness,Sadness,emotion_tone,Emotion Tone,0.070695,analytical,Analytical,0.345843,confident,Confident,0,tentative,Tentative,language_tone,Language Tone,0.614926,openness_big5,Openness,0.914475,conscientiousness_big5,Conscientiousness,0.437698,extraversion_big5,Extraversion,0.27098,agreeableness_big5,Agreeableness,0.765369,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.544268,anger,Anger,0.130145,disgust,Disgust,0.117323,fear,Fear,0.033745,joy,Joy,0.496229,sadness,Sadness,emotion_tone,Emotion Tone,0.855124,analytical,Analytical,0,confident,Confident,0.920673,tentative,Tentative,language_tone,Language Tone,0.379476,openness_big5,Openness,0.000154,conscientiousness_big5,Conscientiousness,0.015447,extraversion_big5,Extraversion,0.319595,agreeableness_big5,Agreeableness,0.002555,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.547338,anger,Anger,0.086762,disgust,Disgust,0.137979,fear,Fear,0.00694,joy,Joy,0.564862,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0.438359,confident,Confident,0,tentative,Tentative,language_tone,Language Tone,0.169072,openness_big5,Openness,0.01122,conscientiousness_big5,Conscientiousness,0.738691,extraversion_big5,Extraversion,0.500369,agreeableness_big5,Agreeableness,0.011495,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.069298,anger,Anger,0.011342,disgust,Disgust,0.05034,fear,Fear,0.734416,joy,Joy,0.167912,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0,confident,Confident,0.706892,tentative,Tentative,language_tone,Language Tone,0.739632,openness_big5,Openness,0.097454,conscientiousness_big5,Conscientiousness,0.237428,extraversion_big5,Extraversion,0.903131,agreeableness_big5,Agreeableness,0.546976,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.119752,anger,Anger,0.024831,disgust,Disgust,0.037212,fear,Fear,0.731561,joy,Joy,0.120482,sadness,Sadness,emotion_tone,Emotion Tone,0.309119,analytical,Analytical,0,confident,Confident,0.827288,tentative,Tentative,language_tone,Language Tone,0.873455,openness_big5,Openness,0.34283,conscientiousness_big5,Conscientiousness,0.641325,extraversion_big5,Extraversion,0.944079,agreeableness_big5,Agreeableness,0.345924,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.641601,anger,Anger,0.050762,disgust,Disgust,0.092499,fear,Fear,0.094871,joy,Joy,0.378947,sadness,Sadness,emotion_tone,Emotion Tone,0.000143,analytical,Analytical,0.649941,confident,Confident,0,tentative,Tentative,language_tone,Language Tone,0.191593,openness_big5,Openness,0.732512,conscientiousness_big5,Conscientiousness,0.424283,extraversion_big5,Extraversion,0.989993,agreeableness_big5,Agreeableness,0.344193,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.775246,anger,Anger,0.146469,disgust,Disgust,0.225454,fear,Fear,0.016199,joy,Joy,0.160925,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0,confident,Confident,0.575471,tentative,Tentative,language_tone,Language Tone,0.307159,openness_big5,Openness,0.002664,conscientiousness_big5,Conscientiousness,0.062803,extraversion_big5,Extraversion,0.842517,agreeableness_big5,Agreeableness,0.003118,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.141022,anger,Anger,0.005413,disgust,Disgust,0.060531,fear,Fear,0.13807,joy,Joy,0.76965,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0.207481,confident,Confident,0,tentative,Tentative,language_tone,Language Tone,0.706285,openness_big5,Openness,0.482833,conscientiousness_big5,Conscientiousness,0.043082,extraversion_big5,Extraversion,0.887612,agreeableness_big5,Agreeableness,0.188687,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.150492,anger,Anger,0.068572,disgust,Disgust,0.225166,fear,Fear,0.436296,joy,Joy,0.635379,sadness,Sadness,emotion_tone,Emotion Tone,0.53373,analytical,Analytical,0,confident,Confident,0.950311,tentative,Tentative,language_tone,Language Tone,0.338451,openness_big5,Openness,0.00036,conscientiousness_big5,Conscientiousness,0.000671,extraversion_big5,Extraversion,0.069837,agreeableness_big5,Agreeableness,0.005405,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.424441,anger,Anger,0.103348,disgust,Disgust,0.309539,fear,Fear,0.099082,joy,Joy,0.406958,sadness,Sadness,emotion_tone,Emotion Tone,0.02095,analytical,Analytical,0,confident,Confident,0.93535,tentative,Tentative,language_tone,Language Tone,0.110176,openness_big5,Openness,0,conscientiousness_big5,Conscientiousness,0.01305,extraversion_big5,Extraversion,0.179465,agreeableness_big5,Agreeableness,0.0006,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.389365,anger,Anger,0.0765,disgust,Disgust,0.157692,fear,Fear,0.021729,joy,Joy,0.667543,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0.627908,confident,Confident,0,tentative,Tentative,language_tone,Language Tone,0.031071,openness_big5,Openness,0.556473,conscientiousness_big5,Conscientiousness,0.010481,extraversion_big5,Extraversion,0.920122,agreeableness_big5,Agreeableness,0.183882,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.534858,anger,Anger,0.104425,disgust,Disgust,0.103587,fear,Fear,0.011715,joy,Joy,0.582631,sadness,Sadness,emotion_tone,Emotion Tone,0.682544,analytical,Analytical,0.193452,confident,Confident,0,tentative,Tentative,language_tone,Language Tone,0.027204,openness_big5,Openness,0.00749,conscientiousness_big5,Conscientiousness,0.000632,extraversion_big5,Extraversion,0.162177,agreeableness_big5,Agreeableness,0.002268,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.523396,anger,Anger,0.068703,disgust,Disgust,0.370469,fear,Fear,0.005896,joy,Joy,0.414507,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0,confident,Confident,0.001585,tentative,Tentative,language_tone,Language Tone,0.00265,openness_big5,Openness,0.131755,conscientiousness_big5,Conscientiousness,0.010375,extraversion_big5,Extraversion,0.691892,agreeableness_big5,Agreeableness,0.000408,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.28398,anger,Anger,0.010701,disgust,Disgust,0.285044,fear,Fear,0.058588,joy,Joy,0.636699,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0,confident,Confident,0.267568,tentative,Tentative,language_tone,Language Tone,0.004799,openness_big5,Openness,0.149921,conscientiousness_big5,Conscientiousness,0.009059,extraversion_big5,Extraversion,0.658511,agreeableness_big5,Agreeableness,0.001767,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.198032,anger,Anger,0.022765,disgust,Disgust,0.408972,fear,Fear,0.074671,joy,Joy,0.559046,sadness,Sadness,emotion_tone,Emotion Tone,0.045566,analytical,Analytical,0,confident,Confident,0.472018,tentative,Tentative,language_tone,Language Tone,0.000329,openness_big5,Openness,0.281853,conscientiousness_big5,Conscientiousness,0.010208,extraversion_big5,Extraversion,0.842885,agreeableness_big5,Agreeableness,0.001269,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.139731,anger,Anger,0.331615,disgust,Disgust,0.195159,fear,Fear,0.373024,joy,Joy,0.152244,sadness,Sadness,emotion_tone,Emotion Tone,0.215567,analytical,Analytical,0,confident,Confident,0.795985,tentative,Tentative,language_tone,Language Tone,0.449632,openness_big5,Openness,0.136309,conscientiousness_big5,Conscientiousness,0.759984,extraversion_big5,Extraversion,0.890121,agreeableness_big5,Agreeableness,0.043227,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.173427,anger,Anger,0.015079,disgust,Disgust,0.320029,fear,Fear,0.027703,joy,Joy,0.725115,sadness,Sadness,emotion_tone,Emotion Tone,0.512438,analytical,Analytical,0.947909,confident,Confident,0,tentative,Tentative,language_tone,Language Tone,0.000679,openness_big5,Openness,0.002647,conscientiousness_big5,Conscientiousness,0.002838,extraversion_big5,Extraversion,0.04986,agreeableness_big5,Agreeableness,0.003533,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.203118,anger,Anger,0.026223,disgust,Disgust,0.279084,fear,Fear,0.013969,joy,Joy,0.73311,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0,confident,Confident,0.712798,tentative,Tentative,language_tone,Language Tone,0.025698,openness_big5,Openness,0.407263,conscientiousness_big5,Conscientiousness,0.060796,extraversion_big5,Extraversion,0.900547,agreeableness_big5,Agreeableness,0.095961,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.606488,anger,Anger,0.099659,disgust,Disgust,0.246962,fear,Fear,0.048167,joy,Joy,0.273197,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0,confident,Confident,0.945953,tentative,Tentative,language_tone,Language Tone,0.030838,openness_big5,Openness,0.59392,conscientiousness_big5,Conscientiousness,0.274399,extraversion_big5,Extraversion,0.588542,agreeableness_big5,Agreeableness,0.059973,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.425525,anger,Anger,0.092642,disgust,Disgust,0.331554,fear,Fear,0.21848,joy,Joy,0.15844,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0,confident,Confident,0.046872,tentative,Tentative,language_tone,Language Tone,0.724554,openness_big5,Openness,0.521794,conscientiousness_big5,Conscientiousness,0.977195,extraversion_big5,Extraversion,0.971199,agreeableness_big5,Agreeableness,0.219241,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.664666,anger,Anger,0.39771,disgust,Disgust,0.12641,fear,Fear,0.002707,joy,Joy,0.183436,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0,confident,Confident,0.204071,tentative,Tentative,language_tone,Language Tone,0.2292,openness_big5,Openness,0,conscientiousness_big5,Conscientiousness,0.006298,extraversion_big5,Extraversion,0.007193,agreeableness_big5,Agreeableness,0.01539,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.124805,anger,Anger,0.076535,disgust,Disgust,0.187973,fear,Fear,0.269578,joy,Joy,0.536931,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0.697275,confident,Confident,0,tentative,Tentative,language_tone,Language Tone,0.61061,openness_big5,Openness,0.237358,conscientiousness_big5,Conscientiousness,0.374554,extraversion_big5,Extraversion,0.172544,agreeableness_big5,Agreeableness,0.506901,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.172297,anger,Anger,0.201828,disgust,Disgust,0.206282,fear,Fear,0.077224,joy,Joy,0.642526,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0,confident,Confident,0,tentative,Tentative,language_tone,Language Tone,0.374697,openness_big5,Openness,0.261575,conscientiousness_big5,Conscientiousness,0.302092,extraversion_big5,Extraversion,0.403367,agreeableness_big5,Agreeableness,0.108469,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.701367,anger,Anger,0.269577,disgust,Disgust,0.079693,fear,Fear,0.004324,joy,Joy,0.293182,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0,confident,Confident,0.895091,tentative,Tentative,language_tone,Language Tone,0.416922,openness_big5,Openness,0,conscientiousness_big5,Conscientiousness,0.009608,extraversion_big5,Extraversion,0.004942,agreeableness_big5,Agreeableness,0.000096,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.593963,anger,Anger,0.249498,disgust,Disgust,0.197367,fear,Fear,0.012923,joy,Joy,0.334958,sadness,Sadness,emotion_tone,Emotion Tone,0.355659,analytical,Analytical,0,confident,Confident,0.468364,tentative,Tentative,language_tone,Language Tone,0.427277,openness_big5,Openness,0.79448,conscientiousness_big5,Conscientiousness,0.036341,extraversion_big5,Extraversion,0.341907,agreeableness_big5,Agreeableness,0.642496,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.120406,anger,Anger,0.210516,disgust,Disgust,0.357697,fear,Fear,0.083228,joy,Joy,0.537823,sadness,Sadness,emotion_tone,Emotion Tone,0.459286,analytical,Analytical,0,confident,Confident,0.6048,tentative,Tentative,language_tone,Language Tone,0.102992,openness_big5,Openness,0,conscientiousness_big5,Conscientiousness,0.006424,extraversion_big5,Extraversion,0.128349,agreeableness_big5,Agreeableness,0.002802,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.137577,anger,Anger,0.112055,disgust,Disgust,0.241004,fear,Fear,0.020561,joy,Joy,0.775027,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0.562567,confident,Confident,0,tentative,Tentative,language_tone,Language Tone,0.328763,openness_big5,Openness,0.113891,conscientiousness_big5,Conscientiousness,0.256933,extraversion_big5,Extraversion,0.981678,agreeableness_big5,Agreeableness,0.161847,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.206802,anger,Anger,0.087972,disgust,Disgust,0.276402,fear,Fear,0.007309,joy,Joy,0.727444,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0.633581,confident,Confident,0,tentative,Tentative,language_tone,Language Tone,0.564897,openness_big5,Openness,0.387992,conscientiousness_big5,Conscientiousness,0.006977,extraversion_big5,Extraversion,0.655208,agreeableness_big5,Agreeableness,0.049811,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.570657,anger,Anger,0.314031,disgust,Disgust,0.086593,fear,Fear,0.007009,joy,Joy,0.401795,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0.7242,confident,Confident,0,tentative,Tentative,language_tone,Language Tone,0.366531,openness_big5,Openness,0.000164,conscientiousness_big5,Conscientiousness,0.004169,extraversion_big5,Extraversion,0.023466,agreeableness_big5,Agreeableness,0.01134,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.131205,anger,Anger,0.003773,disgust,Disgust,0.432516,fear,Fear,0.025857,joy,Joy,0.665852,sadness,Sadness,emotion_tone,Emotion Tone,0.329834,analytical,Analytical,0,confident,Confident,0.028876,tentative,Tentative,language_tone,Language Tone,0.229467,openness_big5,Openness,0.000185,conscientiousness_big5,Conscientiousness,0.001342,extraversion_big5,Extraversion,0.515747,agreeableness_big5,Agreeableness,0.005681,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.32788,anger,Anger,0.085717,disgust,Disgust,0.387581,fear,Fear,0.014816,joy,Joy,0.552544,sadness,Sadness,emotion_tone,Emotion Tone,0.030799,analytical,Analytical,0.390454,confident,Confident,0,tentative,Tentative,language_tone,Language Tone,0.499225,openness_big5,Openness,0.123599,conscientiousness_big5,Conscientiousness,0.247969,extraversion_big5,Extraversion,0.511651,agreeableness_big5,Agreeableness,0.312256,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.442913,anger,Anger,0.316773,disgust,Disgust,0.09853,fear,Fear,0.06331,joy,Joy,0.424838,sadness,Sadness,emotion_tone,Emotion Tone,0,analytical,Analytical,0.618887,confident,Confident,0,tentative,Tentative,language_tone,Language Tone,0.2859,openness_big5,Openness,0.198498,conscientiousness_big5,Conscientiousness,0.844706,extraversion_big5,Extraversion,0.734705,agreeableness_big5,Agreeableness,0.499003,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.247693,anger,Anger,0.073968,disgust,Disgust,0.130449,fear,Fear,0.045646,joy,Joy,0.765073,sadness,Sadness,emotion_tone,Emotion Tone,0.478693,analytical,Analytical,0,confident,Confident,0.479718,tentative,Tentative,language_tone,Language Tone,0.296886,openness_big5,Openness,0.255668,conscientiousness_big5,Conscientiousness,0.022542,extraversion_big5,Extraversion,0.943838,agreeableness_big5,Agreeableness,0.048656,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.211091,anger,Anger,0.117274,disgust,Disgust,0.206172,fear,Fear,0.020052,joy,Joy,0.749448,sadness,Sadness,emotion_tone,Emotion Tone,0.83119,analytical,Analytical,0,confident,Confident,0.720805,tentative,Tentative,language_tone,Language Tone,0.02772,openness_big5,Openness,0.581256,conscientiousness_big5,Conscientiousness,0.116119,extraversion_big5,Extraversion,0.955877,agreeableness_big5,Agreeableness,0.217303,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.096331,anger,Anger,0.0166,disgust,Disgust,0.169822,fear,Fear,0.280557,joy,Joy,0.571512,sadness,Sadness,emotion_tone,Emotion Tone,0.677232,analytical,Analytical,0,confident,Confident,0.654758,tentative,Tentative,language_tone,Language Tone,0.224291,openness_big5,Openness,0.283163,conscientiousness_big5,Conscientiousness,0.013451,extraversion_big5,Extraversion,0.948573,agreeableness_big5,Agreeableness,0.209392,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.437132,anger,Anger,0.18884,disgust,Disgust,0.194319,fear,Fear,0.029488,joy,Joy,0.510249,sadness,Sadness,emotion_tone,Emotion Tone,0.728913,analytical,Analytical,0,confident,Confident,0.825696,tentative,Tentative,language_tone,Language Tone,0.128389,openness_big5,Openness,0.834976,conscientiousness_big5,Conscientiousness,0.318991,extraversion_big5,Extraversion,0.965937,agreeableness_big5,Agreeableness,0.432418,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.386928,anger,Anger,0.075555,disgust,Disgust,0.129069,fear,Fear,0.466207,joy,Joy,0.08193,sadness,Sadness,emotion_tone,Emotion Tone,0.679315,analytical,Analytical,0,confident,Confident,0.752086,tentative,Tentative,language_tone,Language Tone,0.138445,openness_big5,Openness,0.268592,conscientiousness_big5,Conscientiousness,0.703663,extraversion_big5,Extraversion,0.637132,agreeableness_big5,Agreeableness,0.507736,emotional_range_big5,Emotional Range,social_tone,Social Tone
0.182753,anger,Anger,0.011424,disgust,Disgust,0.166698,fear,Fear,0.034376,joy,Joy,0.825294,sadness,Sadness,emotion_tone,Emotion Tone,0.315869,analytical,Analytical,0,confident,Confident,0.303717,tentative,Tentative,language_tone,Language Tone,0.0351,openness_big5,Openness,0.296847,conscientiousness_big5,Conscientiousness,0.010641,extraversion_big5,Extraversion,0.816029,agreeableness_big5,Agreeableness,0.315969,emotional_range_big5,Emotional Range,social_tone,Social Tone
