artist,title,album,date,lyrics
Saves the Day,Handsome Boy,Can't Slow Down,08/11/1998,"I said, ""that boy's handsome""
And a little bit of me wanted to be beautiful
Carrie said, ""It's hard to look in the mirror these days
When everyone has everything you'd rather be.""
There's just something about his smile
He looks so nice
I wish I had friends like that
They'd always be there for me
I wouldn't look bad
Yeah, they wouldn't talk behind my back"
Saves the Day,Jodie,Can't Slow Down,08/11/1998,"Tonight I'll stay awake long enough
To stop breathing
And I wonder how long it will take
Before I pass out
Drunk off night skies
Lying on hills
Wet grass below
Blue black above
I will carry all the weights tonight
Cause I keep remembering the day that
You said you might go crazy
If you spent one more minute with me
Well I been thinking about those days and I don't know
Is one more minute going to kill you now?
Stop me before I say too much
So now I've been alone and it's been going
But tomorrow might not come
If I don't let it
So don't forget the mornings that we spent
Deep inside out heads
Staring at blank walls
Cause that's what counts
And I don't know
But I'm trying to let you go
And I can't cut too well
These strings I have around my neck
I'm trying to let you go
I'm trying to let you go
I'm doin this by myself
Now I've been alone and its been going
But tomorrow might not come
If I don't let it so
Don't forget the mornings that we spent
Deep inside out heads
Staring at blank walls
That's what counts
And I don't know
But I'm trying to let you go
And I can't cut too well
These strings I have around my neck
I'm trying to let you go
I'm trying to let you go
I'm doin this by myself
Don't forget we sent
Letters to ourselves
Without words
And it was just to remember
Just to remember
Just to remember
Just to remember those days
That we spent in our heads"
Saves the Day,"Sometimes, New Jersey",Can't Slow Down,08/11/1998,"I called you up to see if maybe we could hang
I told you I was nervous and feeling lonely
I bit my lip, and you were like, ""fucking hell yeah.""
It made me smile
I thought of how beautiful the night would be
I thought maybe we could drive around
Talking 'bout your town
Or stay at home
I could win you over acting cool
Real fucking romance"
Saves the Day,The Choke,Can't Slow Down,08/11/1998,"Don't leave yet
It's still early and I haven't even said a word and I'm hoping
That I might upset you
Saying what I want to
'Cause it's not like you don't know I've fallen for
But it's in my head and that's where you can't see it
And I thought that maybe if I'd like to
Bite the tip of my finger
I'd stumble over words
And tell you just how far
Before I hit the ground
And I'm the type to think of all the wrong things to say
I will shut myself up
And I never come out
Close all my doors
Only show you the black spots where my eyes once were
I can say this
IIIIIIIII can say this
IIIIIIIII can say this
I will collect myself deep down
Then I'll come out punching now
I can collect myself down
I'll come out punching now
Scream out loud
Scre-e-e-eam out loud
Out loud"
Saves the Day,Three Miles Down,Can't Slow Down,08/11/1998,"Oh great
Here I go again
I'm stuck in this rut
And I'm not sure how to begin
Should I tell you everything?
I'm feeling out of luck
So I won't see you soon
Cause I know its too soon
For you to see me
If this is the last thing you do
Just tell me that it's okay
For me to have these feelings for you
And it's normal to want to call you
Oh I'm dialing the phone
Letting it ring for hours
Pretending to hear your voice
Why does my heart always
Beat before yours does?
After a while, ?you can
Make yourself
Believe in almost anything
So I'm making myself believe in you"
Alkaline Trio,Clavicle,Goddamnit,10/13/1998,"I've been on top of the world since about six months ago
Marking the first time I laid eyes on you
I lost all train of thought as I entered the room
I saw what looked like really good food
Then I saw you and so did you

I wanna wake up naked next to you
Kissing the curve in your clavicle
Kissing your clavicle

I've been on top of the world since about one week ago
Marking a time when I was drunk enough to talk to you
I lost all train of thought as your eyes met mine
Told you I thought you were gorgeous
You gave me your phone number, I gave you mine
Before you left, I said that you can bet I'll be bothering you soon
You said, ""No bother, please do.""
I've called you twice
It's been a hellish plight to not think about you all the time
Sitting around waiting for your call

I wanna wake up naked next to you
Kissing the curve in your clavicle
Kissing your clavicle
I wanna wake up naked next to you
Kissing the curve of your clavicle"
Alkaline Trio,Cringe,Goddamnit,10/13/1998,"Wide eyed, knee deep in surprise
Just below your thighs, the temperature drops five degrees
Your standby flight has just arrived
Tongue-tied, bleeding from your eyes
Even Christ himself would cringe at the sight of your scars
While you're counting sheep, I'll count my lucky stars
You were the last good thing I ever saw
And I lost it all
I lost it all

Burned out on two hours of shut eye
Eyes glazed at the thought of the next eight hours
Headwind, cold rain to wake me
You were the last good thing I ever saw"
Alkaline Trio,Nose Over Tail,Goddamnit,10/13/1998,"Cracked my head open on your kitchen floor
To prove to you that I have brains
Meanwhile, tin men are led by little girls
Down golden roads that lead to nowhere

Fine time to fake a seizure
To feel your mouth on mine
You're saving me

Whatever happened to that silly dream you had?
I want to make it real
I'd love to rub your back
Like a plane crash that never hits the ground
I fall in love with you
I'm nose over tail for you

Your voice like the sound of sirens
To a house on fire
You're saving me"
Alkaline Trio,San Francisco,Goddamnit,10/13/1998,"Choking on the thought of leaving
Drinking to keep from sobbing
4 PM, four dollar pints
The SFO, the time and price

With all my happiness aborted
The PA painfully starts boarding
I sink deep, thirty thousand feet
Into my window seat electric chair

And I was drinking you goodbye
A heart floats in the bay
From sour home Chicago
I hear you beating far away
And there's no telling what I'll do
If I don't return to you

Hopeful thoughts of soon returning
Can't put out my stomach burning
Plastic wings and plastic smiles
Unsalted peanuts to stretch my miles

Choking on the thought of leaving
Drinking to keep from heaving
5 PM, five dollar pints
Hellbound Airlines, time and price

And I was drinking you goodbye
A heart floats in the bay
From sour home Chicago
I hear you beating far away
And there's no telling what I'll do
If I don't return to you
I was drinking you goodbye
A heart floats in the bay
From sour home Chicago
I hear you beating far away
And there's no telling what I'll do
If I don't return to you"
The Offspring,Feelings,Americana,11/10/1998,"Feelings
Nothing more than feelings
Trying to forget my
Feelings of hate
Imagine
Beating on your face
Trying to forget my
Feelings of hate

Feelings
All my life I'll feel it
I wish I'd never met you
You'll make me sick again
Feelings, whoa feelings
Whoa feelings
Of hate on my mind

Feelings
Feelings like I never liked you
Feelings like I want to kill you
Live in my heart
Feelings
Feelings like I want to deck you
Feelings like I've got to get you
Out of my life

Feelings, whoa feelings
Whoa feelings
The hate's in my eyes
Feelings, whoa feelings
Whoa feelings
You're not very nice
Go!

Feelings, whoa feelings
Whoa feelings
The hate's on my mind

Feelings, whoa feelings
Whoa feelings
Get out of my life"
MxPx,GSF,Let It Happen,11/10/1998,"You didn't have to be, so mean to me
I guess now i see, how it's gonna be
I'm joining gsf, i made up my mind
Forget this thing called love, it's a waste of time
Waste of time
Girls ain't no good anymore, anyway
Not for one second have i understood
Why they do what they do
Why they say what they say
Always happens to my friends
Always happens to me
Its taken me 19 years, to finally see
She said can't we just be friends
It's just not working out
Another broken heart that i can do without
Do without
Girls ain't no good anymore, anyway
Not for one second have i understood
Why they do what they do
Why they say what they say"
MxPx,Let It Happen,Let It Happen,11/10/1998,"I want someone to love
A girl that when i think of
Will put a smile on my face (smile on my face)
I want to hold her hand
Want her to understand
There's got to be a better place (than this world)

Cause this is the best time of our lives
Should I be thinking about that now?
She turns my world around...
And I let it happen everytime
I want a lot of things
Selfishness always seem to bring
All the pain back in my mind (pain back in my mind)
Which way to go
Answers to questions I don't know
There's better things that we can find (than this world)

Cause this is the best time of our lives
Should I be thinking about that now?
She turns my world around...
And I let it happen everytime
I want someone to love
A girl that when i think of
Will put a smile on my face (smile on my face)
I want to hold her hand
Want her to understand
There's got to be a better place (than this world)

Cause this is the best time of our lives
Should I be thinking about that now?
She turns my world around...
And I let it happen everytime"
The Ataris,My So Called Life,Look Forward to Failure,11/10/1998,"Ever since I saw you on My So-Called Life
I've been writing you these letters asking you to be my wife
But it's been almost a year and still I've gotten no reply
I'm assuming you have met some other guy
So I sit in my room, watch Romeo & Juliet a thousand times
And I wish I was as cool as Leonardo is.
But I'm not
I went on Jerry Springer to confess my love to you
You said I didn't have a chance and there was nothing I could do
You told me I was crazy and wished that I was dead
You threw a chair right upside my head
Today I hijacked a plane
I wrote your name across the sky: Miss Claire Danes
But they were waiting on the ground
To take me straight to jail
I'm staring at your pictures from my lonely little cell
I'm writing you this letter to let you know I'm doing well
Until we meet again, you know I'll cry a thousand tears
And I'll see you in another twenty years
I'll see you in another twenty years"
The Offspring,The Kids Aren't Alright,Americana,11/17/1998,"When we were young the future was so bright (Woah)
The old neighborhood was so alive (Woah)
And every kid on the whole damn street (Woah)
Was gonna make it big and not be beat
Now the neighborhood's cracked and torn (Woah)
The kids are grown up but their lives are worn (Woah)
How can one little street
Swallow so many lives?

Chances thrown, nothing's free
Longing for what used to be
Still it's hard, hard to see
Fragile lives, shattered dreams
(Go!)

Jamie had a chance, well she really did (Woah)
Instead she dropped out and had a couple of kids (Woah)
Mark still lives at home 'cause he's got no job (Woah)
He just plays guitar and smokes a lot of pot
Jay committed suicide (Woah)
Brandon OD'd and died (Woah)
What the hell is going on?
The cruelest dream, reality

Chances thrown, nothing's free
Longing for what used to be
Still it's hard, hard to see
Fragile lives, shattered dreams
(Go!)

Chances thrown, nothing's free
Longing for what used to be
Still it's hard, hard to see
Fragile lives, shattered dreams"
The Offspring,Americana,Americana,11/17/1998,"Well, I'd like to tell you all about my dream, it's a place
Where strip malls abound and diversion's mere moments away
Where culture's defined
By the ones least refined
And you'll be left behind
If you don't fit in
It's all distorted
In Americana my way
Well, fuck you!

Well, my dream has come true
My vision has come true

Now give me my cable, fast food, four-by's, tat's right away
I want it right now 'cause my ge-generation don't like to wait
My future's determined
By thieves, thugs, and vermin
It's quite an excursion
But it's okay
Everything's backwards
In Americana my way
Well, fuck you!

Yeah it's all coming true

I'm a product
Of my environment
So don't blame me, I just work here
But I wanna fuck it up

My rights are denied
By those least qualified
Trading profit for pride
But it's okay
Everything's backwards
In Americana my way
Well, fuck you!

My nightmare has come true
My nightmare has come true
Yeah, it's all coming true
Yeah, it's all coming true"
The Offspring,Have You Ever,Americana,11/17/1998,"Falling, I'm falling
Falling, I'm falling

Have you ever walked through a room
But it was more like the room passed around you
Like there was a leash around your neck that pulled you through
Have you ever been at some place
Recognizing everybody's face
Until you realized that there was no one there you knew

(Well, I know) Some days, my soul's confined and out of mind
Sleep forever
(I know) Some days, I'm so outshined and out of time
Have you ever


Have you ever buried your face in your hands
'Cause no one around you understands
Or has the slightest idea what it is that makes you be
Have you ever felt like there was more
Like someone else was keeping score
And what could make you whole was simply out of reach

(Well, I know) Someday, I'll try again and not pretend
This time forever
(I know) Someday, I'll get it straight, but not today
Have you ever


(Falling, I'm falling) Some days, my soul's confined and out of mind
Sleep forever
(Falling, I'm falling) Some days, my darkest friend is me again
Have you ever
(Falling, I'm falling) Someday, I'll try again and not pretend
This time forever
Someday, I'll get it straight, but not today
Have you ever

When the truth walks away
Everybody's dazed
'Cause the truth about the world is that crime does pay
So if you walk away
Who is gonna stay
'Cause I'd like to think the world is a better place

When the truth walks away
Everybody's dazed
'Cause the truth about the world is that crime does pay
So if you walk away
Who is gonna stay
Cause I'd like to make the world be a better place

When the truth walks away
Everybody's dazed
'Cause the truth about the world is that crime does pay
So if you walk away
Who is gonna stay
Cause I'd like to think the world is a better place
I'd like to leave the world as a better place
I'd like to think the world"
The Offspring,No Brakes,Americana,11/17/1998,"Lay awake
I don't give a shit
If I even ever wake up in the morning
Down below
There's a pile of sin
Always waiting for a, waiting for a warning

Burned at the stake
Inside I'm blistering
Not a whisper, looking in you'd never know it
Miles below
I look up again
When you snap, they say before you never show it

Someone said it's all right
Save it now, don't say it for my sake
Someone said it's all right
Faster now, you know I got no brakes
No brakes

Fuses glow
Wounds are festering
'Til the wind comes up and takes it to the last ""Pow""
Back and forth
Staring at the wall
This room's a cage, I know that something's got to give now

Lay awake
I don't give a shit
If I even ever wake up in the morning
Down below
There's a pile of sin
Always waiting for a, waiting for a warning

Someone said it's all right
Save it now, don't say it for my sake
Someone said it's all right
Faster now, you know I got no brakes
No brakes


Someone said it's all right
Save it now, don't say it for my sake
Someone said it's all right
Faster now, you know I got no brakes
Someone said it's all right
Save it now, don't say it for my sake
Someone said it's all right
Faster now, you know I got no brakes
No brakes

No brakes
No brakes
No brakes"
The Offspring,Pay The Man,Americana,11/17/1998,"See the way the wind blows
Lives are intertwined
Watch the way the world goes
The man deals out our plight
Jester in the corner
Laughs without a sound
Jester in the corner
Malady abounds
In our souls

See the way the sun sets
Twilight of this life
The man is making little bets
Playing with our lives
All that I believe now
Anything is possible
A simple explanation
For the evil in this world
And in our souls
In our souls

Come down to sorry and sable
It's always the man
Always keeping you down
Bow down 'cause I see it before me
Shadow and light
That always keeps you running

Oh-oh
Shut up, you talk too much
Oh-oh-oh
Pay the man now yeah
Oh-oh
Shut up, you talk too much
Oh-oh-oh

Look at you and your struggle for freedom
But you ain't nothing
We all pay the man for living
Wouldn't it be nice for a change now
To be unchained?
My life is for me now
But this is life
This is life
Pay the man (No!)
It's the man (No! ?)

Oh-oh
Shut up, you talk too much
Oh-oh-oh
Pay the man now yeah
Oh-oh
Shut up, you talk too much
Oh-oh-oh
Hoo hoo, go!
Oh-oh-oh
Oh-oh-oh
Oh-oh-oh (Don't!)
(No!) Oh-oh-oh (Stop! No!)
Oh-oh
Shut up, you talk too much
Oh-oh-oh
Pay the man now yeah
My life is for me
Oh oh oh

Uno dos tres cuatro cinco cinco ses
And all the girlies say I'm pretty fly for a white guy
Uno dos tres cuatro cinco cinco ses"
The Offspring,Pretty Fly (for a White Guy),Americana,11/17/1998,"Gunter glieben glauten globen

Give it to me, baby!
Uh huh, uh huh!
Give it to me, baby!
Uh huh, uh huh!
Give it to me, baby!
Uh huh, uh huh!
And all the girlies say, I'm pretty fly for a white guy
Uno, dos, tres, cuatro, cinco, cinco, seis

You know, it's kinda hard just to get along today
Our subject isn't cool, but he fakes it anyway
He may not have a clue and he may not have style
But everything he lacks, well, he makes up in denial

So don't debate, a player straight
You know he really doesn't get it anyway
Gotta play the field, and keep it real
For you no way, for you no way
So if you don't rate, just overcompensate
At least that you'll know you can always go on Ricki Lake
The world needs wannabes, ah
Hey, hey, do that brand-new thing!

Give it to me, baby!
Uh huh, uh huh!
Give it to me, baby!
Uh huh, uh huh!
Give it to me, baby!
Uh huh, uh huh!
And all the girlies say, I'm pretty fly for a white guy

He needs some cool tunes, not just any will suffice
But they didn't have Ice Cube, so he bought Vanilla Ice
Now cruisin' in his Pinto, he sees homies as he pass
But if he looks twice, they're gonna kick his lily ass

So don't debate, a player straight
You know he really doesn't get it anyway
Gotta play the field, and keep it real
For you no way, for you no way
So if you don't rate, just overcompensate
At least that you'll know you can always go on Ricki Lake
The world loves wannabes, ah
Hey, hey, do that brand-new thing!

Now he's gettin' a tattoo, yeah, he's gettin' ink done
He asked for a 13 but they drew a 31
Friends say, he's tryin' too hard and he's not quite hip
But in his own mind, he's the, he's the dopest trip

Give it to me, baby!
Uh huh, uh huh!
Give it to me, baby!
Uh huh, uh huh!
Give it to me, baby!
Uh huh, uh huh!
Uno, dos, tres, cuatro, cinco, cinco, seis

So don't debate, a player straight
You know he really doesn't get it anyway
Gotta play the field, and keep it real
For you no way, for you no way
So if you don't rate, just overcompensate
At least that you'll know you can always go on Ricki Lake
The world needs wannabes, ah
The world loves wannabes, ah
Let's get some more wannabes, ah
Hey, hey, do that brand-new thing!"
The Offspring,She's Got Issues,Americana,11/17/1998,"I'm seeing this girl and she just might be out of her mind
Well, she's got baggage and it's of the emotional kind
She talks about closure and that validation bit
I don't mean to be insensitive, but I really hate that shit

And I say yeah, yeah
Oh man, she's got issues
And I'm going to pay
Yeah, yeah
She thinks she's the victim
And she takes it all out on me

Now I know she'll feel abandoned
If I don't stay over late
And I know she's afraid to commit
But it's only our second date

And I say yeah, yeah
Oh man, she's got issues
And I'm going to pay
Yeah, yeah
She thinks she's the victim
And she takes it all out on me

I don't know why you're messed up
I don't know why your whole life is a chore
Just do me a favor
And check your baggage at the door

Now she talks about her ex
Nonstop, but I don't mind
But when she calls out his name in bed
That's where I draw the line
You told me a hundred times how your father left and he's gone
But I wish you wouldn't call me 'daddy' when we're gettin' it on

And I say yeah, yeah
Oh man, she's got issues
And I'm going to pay
Yeah, yeah
She thinks she's the victim
And she takes it all out on me

Yeah, yeah
My God, she's got issues
And I'm going to pay
Going to pay

If you think I'm controlling
Then why do you follow me around
If you're not co-dependent
Then why do you let others drag you down

I don't know why you're messed up
I don't know why your whole life is a chore
Just do me a favor
And check your baggage at the door"
The Offspring,Staring at the Sun,Americana,11/17/1998,"Maybe life is like a ride on a freeway
Dodging bullets while you're trying to find your way
Everyone's around, but no one does a damn thing
It brings me down, but I won't let them
If I seem bleak
Well, you'd be correct
And if I don't speak
It's cause I can't disconnect
But I won't be burned by the reflection
Of the fire in your eyes
As you're staring at the sun

Whoa
As you're staring at the sun
Whoa
As you're staring at the sun

When I ran, I didn't feel like a runaway
When I escaped, I didn't feel like I got away
There's more to living than only surviving
Maybe I'm not there, but I'm still trying
Though you hear me
I don't think that you relate
My will is something
That you can't confiscate
So forgive me, but I won't be frustrated
By destruction in your eyes
As you're staring at the sun

Whoa
As you're staring at the sun

When I ran, I didn't feel like a runaway
When I escaped, I didn't feel like I got away
There's more to living than only surviving
Maybe I'm not there, but I'm still trying
Though you hear me
I don't think that you relate
My will is something
That you can't confiscate
So forgive me, but I won't be frustrated
By destruction in your eyes
As you're staring at the sun

Whoa
As you're staring at the sun
Whoa
As you're staring at the sun

Maybe life is like a ride on a freeway
Dodging bullets while you're trying to find your way
Everyone's around, but no one does a damn thing
It brings me down, but I won't let them
If I seem bleak
Well, you'd be correct
And if I don't speak
It's cause I can't disconnect
But I won't be burned by the reflection
Of the fire in your eyes
As you're staring at the sun

Whoa
As you're staring at the sun
Whoa
As you're staring at the sun
Whoa
As you're staring at the sun"
The Offspring,Walla Walla,Americana,11/17/1998,"Goodbye, my friend, you've messed up again
You're going to prison, you're off to the pen
You've gotten off easy so many times
I guess no one told you how to get a life
The judge wasn't lenient like he was before
You got three to five and a kick out the door
The public defender really did try
Too little, too late, you didn't get a life

Hey, in Walla
I'll see you in Walla Walla
Slap on the wrist? Well, not this time!
Hey, in Walla
I'll see you in Walla Walla
Folsom Prison is the destination
Hey, in Walla
I'll see you in Walla Walla
Slap on the wrist? Well, not this time!
In the scheme of life, we're all just brothers
Rehabilitate with all the others
Oh! Well, I'll see ya

That car looked so tempting, so easy to drive
Just like that apartment that you burglarized
You started to run, but didn't get far
'Cause under your arm was a VCR


I'm innocent
I didn't do it
I didn't do nothin', man
This is bullshit
He gave it to me... it was, it was a present
Ho ho, not this time, my friend
You'll be in lockdown by ten
I'm afraid you can't talk your way out of this one, son
Now four walls are your 24-hour-a-day, constant companions


Well, I'll see ya
Have a nice life!"
Blink-182,Josie,Dude Ranch,11/17/1998,"Yeah, my girlfriend takes me home when I'm too drunk to drive
And she doesn't get all jealous when I hang out with the guys
She laughs at my dumb jokes when no one does
She brings me Mexican food from Sombrero just because
Yeah, just because

And my girlfriend likes UL and DHC
And she's so smart and independent, I don't think she needs me
Quite half as much as I know I need her
I wonder why there's not another guy that she'd prefer

And when I feel like giving up, like my world is falling down
I show up at 3 A.M., she's still up watching Vacation
And I see her pretty face, it takes me away to a better place, and

I know that everything
Know that everything
Know that everything
Everything's gonna be fine
I know that everything
Know that everything
Know that everything
Everything's gonna be fine

Yeah, my girlfriend takes collect calls from the road
And it doesn't seem to matter that I'm lacking in the bulge
She laughs at my dumb jokes when no one does
She brings me Mexican food from Sombrero just because

And when I feel like giving up like my world is falling down
I show up at 3 A.M., she's still up watching Vacation
And I see her pretty face, it takes me away to a better place, and

I know that everything
Know that everything
Know that everything
Everything's gonna be fine
I know that everything
Know that everything
Know that everything
Everything's gonna be fine
I know that everything
Know that everything
Know that everything
Everything's gonna be fine
I know that everything
Know that everything
Know that everything
Everything's gonna be fine


I know that everything
Know that everything
Know that everything
Everything's gonna be fine
I know that everything
Know that everything
Know that everything
Everything's gonna be fine
I know that everything
Know that everything
Know that everything
Everything's gonna be fine
I know that everything
Know that everything
Know that everything
Everything's gonna be fine"
Lagwagon,After You My Friend,Let's Talk About Feelings,11/24/1998,"Here he is, he saves a grin
He wants to be the one who doesn't have to sink a level
Indiscrete, in his retreat
All he needs is just a taste of the bitter pride
He held in her name
Embrace the solitude of ordinary fucked up state of grace
Far away from the days he bared the cross she used to wear
In some resolve well aware
A little pitiful, a pin-up boy they dress in grieving wear
Well at ease in consent in the drift of undertow
He won't justify the pity from them
When he knows....fools in love are arrogant
Their sermons cloud his breathing air
He's in love with an isolation from emotion
Here he is awaiting sentence
A fool to think that anyone can escape guilt and anguish
A subtlety that can't be learned
A subtlety that can't be taught
He is caught in the lure of second thoughts
He might still care
As he settles down well aware
Bound in secrecy, his voice will only dignify their fears
But sorrow is signified
He's well aware of his pride"
Lagwagon,Change Despair,Let's Talk About Feelings,11/24/1998,"Everything that I've done here into one in keeping with...
Some earned conviction, some stagnation, some change despair
Dissapointed and odds
In a costume you can't take off
Leave it behind. I know that this time I get in for free
Our latest rendition lame
Reincarnate, return the same
Still the best times are here now
Now that I'm bored, now that I'm numb
Done, I know this is wrong
Safe in that stance but incomplete
I leave it behind. I know that this time I get in for free
Some of it's habitual
Some of it's predictable
Sometimes the change is not enough
And in the lost empathy
Memories of better days"
Lagwagon,Gun In Your Hand,Let's Talk About Feelings,11/24/1998,"You jump in front of the bullet
The family put you to it
You might survive the first thousand shots
Back to the end of the line
You hold the will to survive them
Answer to those you have failed
Time to clean up your room and show you are able to stop
Beating yourself down
You've arrived
A wealth of respect, a world of regard
You've always belonged
You have to go on
I just want you to feel the gun in your hand
You used to hold aspiration
You couldn't see the limitations
Even in your youth you were unsurpassed
But driven by grief and it couldn't last
Sometimes promise, sometimes goodbye
Confessed to all through bloodshot eyes
I just want you to feel the gun in your hand (yeah)
It only breaks you until you get off
I'm not gonna watch you kill yourself to live
It's all so average until you get off
I'm not gonna wait here until the body's cold
I just want you to feel the gun in your hand"
Lagwagon,Leave The Light On,Let's Talk About Feelings,11/24/1998,"So please leave the light on after you've gone
Leave the pictures in their aging frames where they belong
Leave the bed sheets unclean and they will reek of you still
Cover me in resolve
So please leave the imagery
I can twist it
Dissociation and obsession
Superstition and pain
I can carry them on too and bury you once again
If I could bring this memory to life
I'd apologize
I live to hear you say what they can't
I would make amends
They'd all love to have you back but...
I'd give anything to bring you back to say goodbye"
Lagwagon,Love Story,Let's Talk About Feelings,11/24/1998,"Maybe it's not funny but it's true
No one here's surprised but you
Embellish it, the truth is you're a slave
Addicted to it's escalating
And your love story's bad
Drama makes you livid
In a nervous always laugh
I'm fresh out of advice
And sick of standing in this harms way
Interstate, in debate, an impasse
Driving out of hope and gas
Arriving at the same mute conclusion
This destination failure
This is going, going
Nowhere slow
Drama is exhausting and I'd rather be alone
I want better friends
I'm sick of getting into harms way
And so are they
Sick of being around something
That's destined to fail
And the sum of it's parts cannot see
They make me hate life, hate friends
Hate being there
I know, that it's not funny but it's true
No one gives a shit but you
Maybe I'll just swallow all these thoughts
Maybe someday you'll stop"
Lagwagon,05/16/20,Let's Talk About Feelings,11/24/1998,"No more waiting on them
As you rise inside new rooms
It's official you've gone
You can live for no one else
Man the guilt must be huge
As there's no gain in failure
You succeed at being mine
Yeah, old friend, see you there
I will be proud from afar
I can paint a picture
In a moment of memories
And there aren't many left
I am extradited, uninvited
It's just another saturday

Take a step to freedom
You and her against this cruel world
Take a breath of shelter
And exhale trust and allegiance
Liberate yourself from hell
It's just another saturday
I'ts just another saturday"
Lagwagon,Messengers,Let's Talk About Feelings,11/24/1998,"Late, I can stay up late
In and out of bed
Cleaning up the mess
Trying to be honest
'cause I know I am on it
In this, the last time I
Speak of it
The loyalties that have been broken
Mine isn't dead
One thing is true
Nothing is sacred
When everyone's talking
And nobody's listening
When we confide in all
Those friends
They're just messengers
One thing is true
You throw the matters into
Blue skies
Turning to grey
Falling out every day
One thing that's free
I confide in you with the truth
Late, I can stay up late
In and out of bed
Cleaning up the mess
Inside my head"
Lagwagon,Owen Meaney,Let's Talk About Feelings,11/24/1998,"Uncertainty
A foundation built on nothing
I could see
Secure in your
Immaculate perception
The last resort I thought
I'd ever exercise
Now, all that I have
To stand on
Grieving from a different
Point of view
I learn its meaning from you
In life and death
And continue
...But faith is just a
Silent tribute
Mine is just a desperate act
Give him back
I owe him
Throw me a line, I'll suspend
My disbelief
And concede
Following your lead
Faithfully
Led into this concession with
Hope and doubt
A seemingly futile gesture
My faith is just a silent tribute
This is just a desperate act
Holding on
It's just this desperation that
Takes me home"
Lagwagon,The Kids Are All Wrong,Let's Talk About Feelings,11/24/1998,"Def, watching cars
And focus on one 'till it's gone
Heroes die off everyday
Like fathers that would never stay
The kids are all wrong
The kids are all wrong
They're full of their hopeless opinions
The kids are all wrong
The kids are all wrong
Is all i ever really learned"
Lagwagon,Train,Let's Talk About Feelings,11/24/1998,"My inspiration note
The sympathy
They've taken everything you want and they
Left you all alone
My setting sun, self appointed
I am a fraud
You are the martyr
It's decided and I owe you several worlds
I can tell you...
Rat in the sewer, scraps they left behind
Once their visionary, and they all have robbed you blind
Your broken records playing for
None fabricate song
Amputated creative tongue
You sing on and on and on
I can tell you why
I'm bringing you down
Calling you out
Taking your shield
It's easier now
Years have been kind
Distance between
Has given hind sight
I jumped a train
Your tragedy so easy to read
Is bitter envy
They're reaping all the lowly benefits
You missed the train they stole
And you've never...
I'm burning you down
Calling you out
Taking your shield
It's easier now
Years have been kind
Distance between has given hind sight
I'm on a train"
Rancid,Brad Logan,Chef Aid: The South Park Album,12/08/1998,"California sun has sunk
Behind the Anaheim Hills, here comes the night
I was high on junk
And the warm winds of Santa Anna feel alright
Will every crimmin' hood make a bargain with the world
Seats are successive when you're shot to the curb
I spend my day in blindness, at night I get my vision
Dodgy, cause there are no one indecision
Cause it's wild, well it's wild, wild, wild, wild
California sun has sunk
Behind the Anaheim Hills, here comes the night
I was high on junk
And the warm winds of Santa Anna feel alright
I get destructive outside obedience
I am no longer respected in this new transition
I put into effect, my long time standard
Disastrous living, disastrous living!
Cause it's wild, cause it's wild, wild, wild, wild
California sun has sunk
Behind the Anaheim Hills, here comes the night
I was high on junk
And the warm winds of Santa Anna feel alright
Cause it's wild, cause it's wild, wild, wild, wild
California sun has sunk
Behind the Anaheim Hills, here comes the night
I was high on junk
And the warm winds of Santa Anna feel alright
California sun has sunk
Behind the Anaheim Hills, here comes the night
I was high on junk
And the warm winds of Santa Anna feel alright
Feel alright!"
Jimmy Eat World,For Me This Is Heaven,Clarity,12/14/1998,"The first star I see may not be a star
We can't do a thing but wait
So let's wait for one more

And the time, such clumsy time
In deciding if it's time
I'm careful but not sure how it goes
You can lose yourself in your courage

When the time we have now ends
When the big hand goes round again
Can you still feel the butterflies?
Can you still hear the last goodnight?

And the mindless comfort grows
When I'm alone with my great plans
And this is what she said gets her through it
""If I don't let myself be happy now, then when?
If not now, when?""

When the time we have now ends
When the big hand goes round again
Can you still feel the butterflies?
Can you still hear the last goodnight?

I close my eyes and believe
Wherever you are, an angel for me

When the time we have now ends
When the big hand goes round again
Can you still feel the butterflies?
Can you still hear the last goodnight?"
Jimmy Eat World,Lucky Denver Mint,Clarity,12/14/1998,"This time it's on my own
Minutes from somewhere else
Somewhere I made a wish
With Lucky Denver Mint

You're not bigger than this, not better
Why can't you learn?
You're not bigger than this, not better
Why can't you learn?

Hurry, go on ahead
Good things won't let you wait
I'll catch up when we get home
At home I'll leave, a dollar under water keeps on dreaming for me

You're not bigger than this, not better
Why can't you learn?
You're not bigger than this, not better
Why can't you learn?
You're not bigger than this, not better
Why can't you learn?
You're not bigger than this, not better
Why can't you learn?

Why can't I learn?
Why can't I learn?
Learn, learn, learn
Learn, learn, learn

You're not bigger than this, not better
Why can't you learn?
You're not bigger than this, not better
Why can't you learn?
You're not bigger than this, not better
Why can't you learn?
You're not bigger than this, not better
Why can't you learn?"
