artist,title,album,date,lyrics,top_ranking
Good Charlotte,Last Night,Cardiology,11/2/2010,"Let's go

All that I remember is that you had me at hello
I knew right when I met her that I wouldn't take it slow
The more we heard the music, the more we got in synch
The more I kept you laughing, the less I stopped to think
The last thing I remember, you said this place is beat
It must have gotten crazy, 'cause I can't recall a thing

Last night (last night)
Can't remember (remember)
What happened? (What happened?)
Where'd we go?
I woke up (woke up)
This morning. (This morning)
Where's my car? Where's my keys? Where's my clothes?
I feel my head's still spinning
But I'm doing alright (hey)
'Cause I think I just had the best night of my life
Last night (last night)
Can't remember (remember)
What happened? Did it happen? Last night

Everyone's been calling like I've been gone for days
There's a note left on the table and all it says is ""Thanks""
It's starting to get focused and I'm finally awake
I'm feeling kind of guilty. Is there something I can take?
There's lipstick on my collar. I'm piecing it together
Then I see a picture of me and you

Last night (last night)
Can't remember (remember)
What happened? (What happened?)
Where'd we go?
I woke up (woke up)
This morning. (This morning)
Where's my car? Where's my keys? Where's my clothes?
I feel my head's still spinning
But I'm doing alright (hey)
'Cause I think I just had the best night of my life
Last night (last night)
Can't remember (remember)
What happened? Did it happen? Last night

And did I get the chance to say that I wanted you to stay?
There's things I can't explain, 'cause my brain don't work that way
Don't call this a one night stand. No, it wasn't planned
Wasn't in my head but I just want to do it again and again and again just like

Last night (last night)
Can't remember (remember)
What happened? (What happened?)
Where'd we go?
I woke up (woke up)
This morning. (This morning)
Where's my car? Where's my keys? Where's my clothes?
I feel my head's still spinning
But I'm doing alright (hey)
'Cause I think I just had the best night of my life
Last night (last night)
Can't remember (remember)
What happened? Did it happen? Did it happen?
Last night",31
A Day to Remember,2nd Sucks,What Separates Me From You,11/11/2010,"FIGHT!

You're afraid, like I make my deals with the devil
You've been at it for years, but couldn't reach that next level
Let's keep it real, this is no competition to me
Even if everyone around you acts like they don't see

(Oh!) Is anybody else listening? Outta sight outta mind is what you'll always be
(Oh!) I hold my cards to my chest. I laid my life on the line so I expect nothing less from you

I speak the truth and everybody else knows it
So set your ego to the side and just get the fuck over it
Can't waste my time on hateful people like you
So keep wishing you were me and I'll keep making you have to

(Oh!) Is anybody else listening? Outta sight outta mind is what you'll always be
(Oh!) I hold my cards to my chest. I laid my life on the line so I expect nothing less from you

I just can't believe it's really come to this
Because without me, you would not exist

(Hey, hey!)
Still got something left to say
Only one in the world that I depend on is me
I need nothing from no one, I take what I need
Get a hold of yourself, and keep away from me

(Oh!) Is anybody else listening? Outta sight outta mind is what you'll always be
(Oh!) I hold my cards to my chest. I laid my life on the line so I expect nothing less from you",11
A Day to Remember,All I Want,What Separates Me From You,11/15/2010,"I'm always screaming my lungs out 'til my head starts spinning
Playing my songs is the way I cope with life
Won't keep my voice down
Know the words I speak are the thoughts I think out loud
I like to keep things honest
I'm a safe bet like your life's staked on it, for real
I'd hate to keep you all wondering
I'm constant like the seasons
And I will never be forgotten man

Let's leave no words unspoken and save regrets for the broken
Will you even look back when you think of me?

All I want is a place to call my own
To mend the hearts of everyone who feels alone
Whoa, you know to keep your hopes up high, and your head down low
Keep your hopes up high and your head down low

Still got something left to prove
It tends to keep things movin' while everyone around me says
My last days are looming overhead
But just what the hell do they think they know?
I keep my head above the water, while they drown in the undertow

Let's leave no words unspoken and save regrets for the broken
Will you even look back when you think of me?

All I want is a place to call my own
To mend the hearts of everyone who feels alone
Whoa, you know to keep your hopes up high, and your head down low
All I want is a place to call my own
To mend the hearts of everyone who feels alone
Whoa, you know to keep your hopes up high, and your head down low

If you take it from me, live your life for yourself
Cause when it's all said and done, you don't need anyone else
C'mon!

So let's get back to when everything seemed perfect
Not a worry in the world, tell me was this all worth it?
I get what I want so everyone's always judging me
I'm not afraid of anything, I've got the whole world in front of me

All I want is a place to call my own
To mend the hearts of everyone who feels alone
Whoa, you know to keep your hopes up high, and your head down low
All I want is a place to call my own
To mend the hearts of everyone who feels alone
Whoa, you know to keep your hopes up high, and your head down low

Keep your heads down low, keep your heads down low
Keep your hopes up high, and your heads down low",11
A Day to Remember,All Signs Point to Lauderdale,What Separates Me From You,11/15/2010,"I hate this town, it's so washed up, And all my friends don't give a fuck
Don't tell me that it's just bad luck When will I find where I fit in?
2, 3, 4

Remember when I tried, I never strayed too far from you
Forever by your side, No matter what I was going through
But now I never know the things to say to you
That help me prove that I'm still on your side
I never show just what you do to me, guess, I was always wrong

I hate this town, it's so washed up, and all my friends don't give a fuck
Don't tell me that it's just bad luck, When will I find where I fit in?
I hate this town

Cause no one can understand, I just can't be tied down
Nothing comes between me and my plans
So now I never know the things to say to you
That help me prove that I'm still on your side
I never show just what you do to me, Guess, I was always wrong

I hate this town, it's so washed up, and all my friends don't give a fuck
Don't tell me that it's just bad luck, When will I find where I fit in?
I hate this town

And don't believe a word they're telling to you
Don't believe a word they're telling to you
They let me down, when will I find where I fit in?
I hate this town

My world cannot ever bring me down
Gave everything I had to turn it back around
Cause our time's worth something, Bigger than both you and me
I can't live my life always backing down
I gotta do this right, then they can't make a sound
Cause I'm not here for nothing, Least I can say I stand for something
(You and me, we stand for something)

I hate this town, it's so washed up, and all my friends don't give a fuck
Don't tell me that it's just bad luck, When will I find where I fit in?
I hate this town

And don't believe a word they're telling to you
Don't believe a word they're telling to you
They let me down
When will I find where I fit in?
I hate this town",11
A Day to Remember,Better Off This Way,What Separates Me From You,11/15/2010,"I wonder if you'll notice, If they lock me up and throw away the key
Try to be open minded, you've got a lot to learn in the ways of me
You always got to say something
I'm none of your concern but you won't listen at all
You know I'd rather say nothing
And just be proud of myself for tearing down these walls

When you fall I'll be the only one who looks away
When you call I'll be the first to tell you I can't stay
It's all over, I found a better way to help keep you from me
I'm better off this way, woah-oh, woah-oh
I'm better off this way, woah-oh, woah-oh

You gotta keep this coming
Tell it like you know it but you don't know nothing
Your call, we can settle this like gentlemen
Or meet me out the back to end it all and start again
My whole life's spent waiting
Ever since I can remember been anticipating your fall
And God let it be a long one
Can't let go of my grudge till I know you're done

When you fall I'll be the only one who looks away
When you call I'll be the first to tell you I can't stay
It's all over, I found a better way to help keep you from me
I'm better off this way, woah-oh, woah-oh
I'm better off this way, woah-oh, woah-oh

You want it, you've got it
You've always been such a waste of time
You want it, you've got it
A friend of yours is no friend of mine
You want it, you've got it
When will you act your age
You want it, you've got it
You're the reason things have to change

Woah-oh, woah-oh
You're the reason things have to change
Woah-oh, woah-oh

When you fall I'll be the only one who looks away
When you call I'll be the first to tell you I can't stay
It's all over, I found a better way to help keep you from me
I'm better off this way
Woah-oh, woah-oh
I'm better off this way
Woah-oh, woah-oh
I'm better off this way",11
A Day to Remember,It's Complicated,What Separates Me From You,11/15/2010,"Here we go again, another night of being bummed
I'll keep to myself, avoid the sun
Cancel plans with everyone
I know cause it's just how it always ends
Our bond will break cause you can't relate
To anyone, to anything at all

You brought your worst and I'm right here
No I've seen it all, and it's never been so clear

You're not the person that I knew back then
It's all too late to set things right cause everything has been
You're not the person that I knew back then
Let's try and act like this didn't happen
Follow your friends like you ever had them

You still know me, still not cut out for this sort of thing
Never want to be, caught in between
I need constant reminders of everything
(So what!) It's who I am, I played it off so well
I just hold it in, no matter how I've been
So nobody, nobody can tell

You brought your worst and I'm right here
No I've seen it all, and it's never been so clear

You're not the person that I knew back then
It's all too late to set things right cause everything has been
You're not the person that I knew back then
Let's try and act like this didn't happen
Follow your friends like you ever had them

I won't sleep till the break of dawn
(Break of dawn!)
Can't let our problems find me here so everybody come on!

You brought your worst and I'm right here
No ones seen it all, and it's never been so clear

You're not the person that I knew back then
It's all too late to set things right cause everything has been
You're not the person that I knew back then
Let's try and act like this didn't happen
Follow your friends like you ever had them
You're not the person that I knew back then
It's all too late to set things right cause everything has been
You're not the person that I knew back then
Let's try and act like this didn't happen
Follow your friends like you ever had them",11
A Day to Remember,Out of Time,What Separates Me From You,11/15/2010,"I've never felt so sober
I've never felt the low that I feel tonight
Your words made everything drag on and on
I finally found her
And when I did I just couldn't make things right
Is this really happening? Oh, God, I think I just ruined my life

What the fuck am I doing?
I can't tell the difference from wrong and right
I second-guess my decisions
'Cause I haven't been this person in my whole life
I think I need something new here
When I keep longing for what I had
No need for second opinions
I do the best I can to ruin what I have, come on

Don't think you've got to go in alone here
I've got nothing left to hide
You're dying, just make up your mind

I thought this was what you wanted
Someone who gets everything right
Gets everything right
I thought this was what you wanted
Someone to put you first in their life
Cause we're running out of time

Let's have three cheers for the new year (Hey! Hey! Hey!)
Here's a moment that's not as bad
This wasn't part of my vision
The optimistic me says we can make this last, but no
You ruined my favorite records
Listen to them and I think of you
I just hope you remember
All of the countless times that I believed in you, for what?

Don't think you've got to go in alone here
I've got nothing left to hide
You're dying, just make up your mind

I thought this was what you wanted
Someone who gets everything right
Gets everything right
I thought this was what you wanted
Someone to put you first in their life
Cause we're running out of time

Just know that it kills me
When I hear anything to do with you
You won't see it, but believe me
I need to be right where you are
You know that I'm leaving
And you won't hear 'till a year from now
And this kills me
'Cause now I think that everything's, everything's about you

I thought this was what you wanted
Someone who gets everything right
Gets everything right
I thought this was what you wanted
Someone to put you first in their life
Cause we're running out of time

Don't think you've got to go in alone here
I've got nothing left to hide
You're dying, just make up your mind",11
A Day to Remember,Sticks & Bricks,What Separates Me From You,11/15/2010,"I am fueled by all forms of failure
I paid the price, so I'll take what's mine
Oh I bet ya didn't see that one coming
Cause I do as I please, and apologize for nothing
My time is flying, but I'm still second to none
Always shining the brightest when I'm placed under the gun (God damn)
So here I stand
The only son of a working-class man
I won't be held back
I can't be held down
Where were you when my walls came falling down? (They came falling down)
You tried to hide, you stood close by, and didn't make a sound
Say something
Find you some paper, and I'll go grab you a pen
You can start taking notes on how this all started again
Been dead last, but found my way to the front
With my inspirational quotes on why I never gave up
Where were you when my walls came falling down? (They came falling down)
You tried to hide, you stood close by, and didn't make a sound
Where were you when it all came back around? (It goes back around)
The reasons why you passed me by will always hold you down
Say something
If you can't stand the pressure
Stay the fuck out of my way
I know my place
This one goes out to everyone who's lied to my face
My heart is filled with hate
I'm making a difference
I'm taking a chance (A chance)
You can say what you want about me
But no one can tell me I can't
Where were you when my walls came falling down? (They came falling down)
You tried to hide, you stood close by, and didn't make a sound
Where were you when it all came back around? (It goes back around)
The reasons why you passed me by will always hold you down
Say something",11
A Day to Remember,This Is the House That Doubt Built,What Separates Me From You,11/15/2010,"Don't get me started on what it means to be alive
You're lying to yourself but then still you act surprised
Cause you're scared, can't come to terms with what you are
The wolves in sheep's clothing will only lead you so far

You'll wait and they'll go, cause in the end we all end up alone
So just wait you'll know

Forget everything just for tonight, we'll sing like everyone when they're alone
Cause I've been waiting for the night to say(Whoa, whoa)

I rely on myself, just making sure that was clear
I'm not in need of your crutches I faced all my fears
And I won, well
I knew I could have, life is not a punch card, make the best of what you have

Don't wait, just go, and when you find yourself please let me know
It's not too late, just let go

Forget everything just for tonight
We'll sing like everyone when they're alone
Cause I've been waiting for the night to say (Whoa, whoa)
Let's believe that if we all stand together
We're a force that can shake the whole world
For once we're doing something right when we say, (Whoa, whoa)

In the end it's not about what you have
In the end, it's all about where you want to go
And the roads you take to help you get there
I hope you think that's fair
Cause you've only got one life to lead
So don't take for granted those little things
Those little things are all that we have

Forget everything just for tonight
We'll sing like everyone when they're alone
Cause I've been waiting for the night to say (Whoa, whoa)
Let's believe that if we all stand together
We're a force that can shake the whole world
For once we're doing something right when we say, (Whoa, whoa)

I said whoa
Whoa, whoa, whoa
Everything, everything
Cause I've been waiting for the night to say
Whoa, Whoa",11
A Day to Remember,"You Be Tails, I'll Be Sonic",What Separates Me From You,11/15/2010,"I'm a mess, That's the best way to describe it
Having no time to myself is the only way I can fight it
When I'm alone it's like I'm staring into a mirror
Don't know the person inside it and that's never been any clearer
I miss your family and I miss all our friends
If you had it to do over would you do it over again
Cause I would, this meant something more to me
There's a hole in my heart where you used to be

I still wish you the best of luck, baby
And don't go thinking this was a waste of time
I couldn't forget you if I tried

You killed what was left of the good in me
I'm tired so let me be broken
Look down at the mess that's in front of me
No other words need be spoken
And I've got nobody else to blame though I tried
Kept all of our past mistakes held inside
I'll live with regret for my whole life

I confess that I brought this all on myself
Condemned to suffer alone, like there's nobody else
When you're gone, it's like a whole part of me's missing
So I'll keep living the lie and just hope that you're listening
I tried to make us a life here
But our foundation was built on sand
No time to run until the damage was done
And I've never had the upper hand

I still wish you the best of luck, baby
And don't go thinking this was a waste of time
I couldn't forget you if I tried

You killed what was left of the good in me
I'm tired so let me be broken
Look down at the mess that's in front of me
No other words need be spoken
And I've got nobody else to blame though I tried
Kept all of our past mistakes held inside
I'll live with regret for my whole life

All the things you love are all the things I hate
How did we get here in the first place?

I play it cool but it's hard to be (All my trust)
Is slowly burning inside of me (Over what)
There can't be anymore progress, I know our fate
The only thing that can heal this is time and space

You killed what was left of the good in me
I'm tired so let me be broken
Look down at the mess that's in front of me
No other words need be spoken
And I've got nobody else to blame though I tried
Kept all of our past mistakes held inside
I'll live with regret for my whole life
For my whole life",11
RVIVR,Derailer,The Joester Sessions Collection,1/1/2011,"The west side the bad part of town
It's a cheap place to live so the white punks move in
Projects are one block away
People's eyes sometimes they seem to say
Get out get out you don't belong here
Get out get out it's your fault that the condos are just one block away
The thing is they're right I don't know what to say
We all need a space to be even if it's only temporary
Cause we don't think yeah we don't think bout anyone but ourselves
Josh was eleven years old when he came to the shop
He didn't really wanna learn his moods would change just like night and day
Learned to fix a flat and I liked him anyway
Get out get out
Get out get out
You gotta shout when no one is listening
We kicked him out and I never saw him again
We all need a space to be even if it's only temporary
Cause we don't think yeah we don't think bout anyone but ourselves
Always talking bout community but like to forget about the family down the street
Cause we don't think yeah we don't think bout anyone but ourselves
The city tries to take it away
Yeah the city tries to take it away
But the people still sing
Yeah the people still sing
The people keep singing",NA
Joyce Manor,21st Dead Rats,Joyce Manor,1/11/2011,"You're the worst in turn, the first of the night
Who could stand there staring at the blacks of your eyes?
What a curious type, reaching out for the iron
To never ask for a slap, but don't indulge in a smile
We're twenty-first dead rats again

You're the worst in turn, the first of the hour
I can feel it creeping on me out of the shower
Like a film on a postcard, a moment entranced
And with the confidence of prom queens, insist on me asking
Well say it was me, who's getting sick on my jeans
Just as I thought about the part that goes, ""You're such a disease.""
Go on and call around after I've been put down
So fucking empty when it hits, you'll hear a hollow sound
I'm twenty-first dead rats again",NA
Joyce Manor,Ashtray Petting Zoo,Joyce Manor,1/11/2011,"I walked in to find what's worse than worst of all time
I walked out to see exactly what I expected to see
You were there
Horrible fingers ran right through your hair
Scabs on everything
Stark white flesh

Gaining momentum and hitting its stride
Nothing to run from and nowhere to hide
Oh, God bless you, ashtray petting zoo

I am sin to write the love song of your life
I came out to see, the sweet song took a shine to me
I walked out to regret it
He will rot there if you let him
I had money riding on your decomposure
Money won't buy me a sense of closure

Gaining momentum and hitting its stride
Nothing but reasons to go for a ride
Oh, God bless you, ashtray petting zoo",NA
Joyce Manor,Beach Community,Joyce Manor,1/11/2011,"I lost it all in a beach community
Where it was lost is not all that clear to me
Over the sidewalk, into a slow talk
Call the police
Told me I'm in the wrong town

Wait for your cue cause my scene it ain't over
I torch up your house while your kids are at home
What can you do when you're not getting sober?
It's hard to admit but you're always feeling alone
You're always feeling alone

Just a few miles down as the streets count backwards
I realize it's true
Everything reminds me of you",NA
Joyce Manor,Call Out (Laundry),Joyce Manor,1/11/2011,"I would say I'm sorry but I'm not sorry
I would say, ""Hey, what's the difference?""
Entertain my lack of interest
'Cause the one you are ain't the one that I'm after
Closing in on your heart with the worst of intentions
(I call out)

I could send you all away
I can see you from the foot of my bed
I can't make out a face
Don't ever ask me how I spend the only part of my life I like
All locked away inside a bedroom
On the handlebars of your bike
I rode a wave of emotion I can't begin to place
And as we sat by the ocean, it crawled across your face
I call out",NA
Joyce Manor,Constant Headache,Joyce Manor,1/11/2011,"I could hear you coming, so I hid by the couch
You were talking so loudly, I don't know what about
But you were drunker than high school, self-conscious and sweet
I never ever felt so cool disguised in your sheets

But I'm a constant headache, a tooth out of line
They try to make you regret it
You tell 'em, ""No, not this time.""
I'm just a constant headache, a dead pet device
You hang me up unfinished
With the better part of me no longer mine

And then you finally found me, pretending to sleep
You said such nice things about me, I felt guilty and cheap
You took two steps to the kitchen and just stared at the sink
I couldn't hold back a smile, I still wish I could have seen
You having sex in the morning, your love was foreign to me
It made me think maybe human's not such a bad thing to be
But I just laid there in protest, entirely fucked
It's such a stubborn reminder one perfect night's not enough

It's just a constant headache, a tooth out of line
They try to make you regret it
You tell 'em, ""No, not this time.""
It's just a constant headache, a dead pet device
You hang me up unfinished
With the better part of me no longer mine",NA
Joyce Manor,Constant Nothing,Joyce Manor,1/11/2011,"Hey wait, cough count keep me awake
Low key, happy and harmless it's so un-alarming
I can feel it coming out of your AC vents

And it just wears me out
Oh, it just wears me out

You'll get nothing and like it
You'll learn to be quiet
It's a wonderful way to behave in the company of someone you can't tolerate
Oh, I'm just
Hold on
I said it like thirty times in a row

And it just wears me out
Oh, it just wears me out",NA
Joyce Manor,Derailed,Joyce Manor,1/11/2011,"When you make it to your driveway
Will you call to let me know that you're okay?
And when you make it to your bedroom
Do you collapse on your bed right away?
Or do you lay and think about how fucking lonely you've become?
You're obsessed with revenge and it's starting again
Bad tattoos, oh, and losing the saddest of friends, so you

Ache through the days
'Cause you'll never mend your ways

And when you make a decent living
Will you buy me a train set and a hat?
So that I can sit alone in my room
Sending people away from the ones they love
Or crash them into buildings
Explosions, derailments and screaming children
Oh my god, I think I'm in love
Yes, I know that this must be love, when you

Ache through the days
'Cause you'll never mend your ways",NA
Joyce Manor,Famous Friend,Joyce Manor,1/11/2011,"Famous friend, why are you telling lies again?
All your stories start out boring
But I'm laughing 'til I'm crying in the end
We'll see how to cut along the seam
Separate you from the notion that you're something I could never try to be myself
Only for somebody else
In your car I couldn't tell how to tell
So try to be cool

Hated friend, why are you coming round again?
Pissing out your insecurities to people who don't need you now
They've found someone who can have a little fun
It makes you wonder how you ever felt affection for somebody who could hate you so
Oh, I'd really like to know what it takes to say, ""I am strong.""",NA
Joyce Manor,Leather Jacket,Joyce Manor,1/11/2011,"In your new leather jacket, you're somebody else
And it's not nice to meet you in a fortress of self
Thanks to your new leather jacket, we're nobodies now
Pack of cigarettes, I empty out

I miss the way we talked before you went away to school
Now all you seem to say is ""Baby, how could it be you?""
I hate the way you're leaning and you're looking at your phone
I hate the way I feel like dying when I'm alone

In your new leather jacket, you're somebody else
And it's not nice to meet you in a fortress of self
Thanks to your new leather jacket, we're nobodies now
Pack of cigarettes, I empty out",NA
Joyce Manor,Orange Julius,Joyce Manor,1/11/2011,"Stretching out cheap cotton over your thick skull
Oh, I do feel awful on the way to school
Can you picture my reaction to the word up on the wall?
Is there really something wrong with me?

Stretching out cheap cotton over your thick skull
I'm down here under the pavement so inept
Until I grab that pen beside you
Jam it into your eye
See, now you're my kind of man
Now you're a stand-up kind of guy

I am dying of embarrassment
I'm dying of this hatred
I can't rest until you know this bitterness that I have tasted
Such humiliation for the first and only time
I'm obsessed with your self-righteousness
Cut in half by your smile

Into the night
You're getting harder to believe in
You're a cold and quiet paradise
Transfixed just by your breathing
Into the night
And you're the one thing I don't hate
You're a cold and quiet paradise
My only true escape into the night",NA
Yellowcard,"For You, and Your Denial","When You're Through Thinking, Say Yes",1/18/2011,"4 AM, you call to spit some fire out
Did you think that I would listen to you now?
It's nothing new, so get in line with all the rest
And I will wait till you realize you're out of breath

Can you hear the crowd?
They all go wild
For you and your denial
They're watching you break down
(Break down)
Hate me all you want; I'll be okay
I'm half the world away
I'm letting you go now
(Go now)

You've got sadness twisted up with jealousy
You show your fists to make them look like loyalty
And I have seen what holding on can take away
If it's the past you love, then that's where you can stay

Can you hear the crowd?
They all go wild
For you and your denial
They're watching you break down
(Break down)
Hate me all you want; I'll be okay
I'm half the world away
I'm letting you go now
(Go now)

Desperation kills
When it's on your sleeve, you wear it well
Underneath it all
You'll always have this war inside yourself
I'm letting you go now
(Go now)

Can you hear the crowd?
They all go wild
For you and your denial
They're watching you break down
(Break down)
Hate me all you want; I'll be okay
I'm half the world away
I'm letting you go now
(Go now)",19
Yellowcard,Hang You Up,"When You're Through Thinking, Say Yes",2/22/2011,"I cannot hold this anymore
My hands are tired of only waiting to let go
And I am waiting... still
I used to know which way to turn
You were a light inside a tunnel in my head
I try to follow... still
I try to follow... still

It's hard to see you, we are older now
And when I find you, you just turn around
This is a black and white of you I've found
I hang you up and then I pull you down
I hang you up and then I pull you down

No more apologies from me
My arms are tired of picking up what I put down
You're all I think of... still
I'm gonna miss you everyday
I turn my back on anyone who won't believe it
And it gets lonely... still
It gets lonely... still

It's hard to see you, we are older now
And when I find you, you just turn around
This is a black and white of you I've found
I hang you up and then I pull you down
I hang you up and then I pull you down

I get lost sometimes
Another year flies by
But I know if I try
Memories of the light in your eyes
Can take me back in time

It's hard to see you, we are older now
And when I find you, you just turn around
This is a black and white of you I've found
I hang you up and then I pull you down
It's hard to see you we are older now
(We are older now)
And when I find you, you just turn around
(You turn around)
This is a black and white of you I found
(You I found)
I hang you up and then I pull you down
(Pull you down)
I hang you up and then I pull you down
(Pull you down)
I hang you up and then I pull you down

I don't hear music anymore
My ears are tired of all the pictures in the words
'Cause you are in them... still",19
Jimmy Eat World,Coffee and Cigarettes,Invented,2/25/2011,"When I finally finished school
It was the first thing that I did
What every townie kid dreams of
I packed and started west
A thousand dollars I had saved
And my sister's two cassettes
The Dead from Fillmore East
And Otis Redding's Greatest Hits

Coffee and cigarettes
As simple as it gets
Of all the things I think I'll miss
There's staying up with you
Coffee and cigarettes
Coffee and cigarettes

Then, I commit with some restraint
To a boy I thought might care
It didn't work but I found out soon
And never dug roots there
I've been a lot of places since
And nothing else compares
To easy times and easy eyes
To meet you in a stare

Coffee and cigarettes
As simple as it gets
Of all the things I think I'll miss
There's staying up with you
Coffee and cigarettes
Coffee and cigarettes


When I finally finished school
It was the first thing that I did
What every townie kid dreams of
I packed and started west

Coffee and cigarettes
As simple as it gets
Of all the things I think I'll miss
There's staying up with you
Coffee and cigarettes

There's staying up with you
Coffee and cigarettes
Coffee and cigarettes
There's staying up with you
Coffee and cigarettes",11
Yellowcard,See Me Smiling,"When You're Through Thinking, Say Yes",3/22/2011,"The sun comes up and you are all over my mind
You're in my brain before I can open my eyes
As I go on without you, my heartbeat won't slow down
I need you back like I need to air to breathe this out

All I can do is keep you closer now
'Cause I know you're somewhere out there looking down
Wherever you are
I hope you can see me smiling

The sky gets dark
I watch the water here at home
It's ten years now and I'm still learning to let go
It's not the same without you, there's no one keeping time
You were the rhythm that was bringing us to life

All I can do is keep you closer now
'Cause I know you're somewhere out there looking down
Wherever you are
I hope you can see me smiling now

Sometimes, I can't help but think that
I had you right behind me all this time
If only you could have a chance to see
All the happiness you gave to me

All I can do is keep you closer now
'Cause I know you're somewhere out there looking down
Wherever you are
I hope you can see me smiling now
I hope you can see me smiling",19
Yellowcard,Sing for Me,"When You're Through Thinking, Say Yes",3/22/2011,"Look at me and listen close
So I can tell you how I feel before I go
Just a year, it's not much time
For me to show you
I am proud that you are mine

I wish I had known
The future in my heart
Was just about to start

Say tomorrow
I can't follow you there
Just close your eyes
And sing for me
I will hear you
Always near you
And I'll give you the words
Just sing for me

Every lock, on every door
I put them there to try and hide you from the world
And you kicked, yeah, you screamed
You never understood you're everything to me

I just hope you know
The future in your heart
Is just about to start

Say tomorrow
I can't follow you there
Just close your eyes
And sing for me
I will hear you
Always near you
And I'll give you the words
Just sing for me

No looking back when I am gone
(Sing for me)
Follow your heart, it's never wrong
(Sing for me)
No looking back when I am gone
(Sing for me)
Don't second guess the note you're on

Out of time
All out of fight
You are the only thing in life that I got right

Say tomorrow
I can't follow you there
Just close your eyes
And sing for me
I will hear you
Always near you
And I'll give you the words
Just sing for me

Just close your eyes
And sing for me
Just close your eyes
And sing for me",19
Yellowcard,The Sound of You and Me,"When You're Through Thinking, Say Yes",3/22/2011,"Are you there?
Putting all the words together
Painting your new masterpiece
Ocean air
Carrying reminders of that
Perfect pair we used to be

Someday
Everything ends
Can we begin
Finding our way back before
We're too late
And lost in between
The truth and the dream?
I've never been more ready to move on

Changing keys
Giving up on me to find familiar things
And try blending in
Know this, please
I will not forget the sound of you and me
When we were friends

Someday
Everything ends
Can we begin
Finding our way back before
We're too late
And lost in between
The truth and the dream?
I've never been more ready to move on


Bring walls down
Hear all my sound
Let me back in
Love me again
Bring walls down
Hear all my sound
Let me back in
Love me again


Bring walls down
Hear all my sound
Let me back in
Love me again",19
Yellowcard,With You Around,"When You're Through Thinking, Say Yes",3/22/2011,"Do you remember when I said you were my only one?
We were running underneath the California sun
Well, now, I look at you and you're still more than I can take
You're like a slow song starting to accelerate

And all my life, I looked for you
For arms that I could fall into

All I can think about is
You and me driving with a Saves the Day record on
We were singing 'til our voices were gone
And I was falling hard
You were barely hanging on
And now, I wanna chase forever down
With you around

You're making movies in your head when you fall asleep
Having nightmares, dreaming that I'm gonna leave
I know you've always been afraid of ending up alone
Somebody hurt you, now you're waiting on a dial tone

But I'm right here, so don't get blue
It's not just you, I need this too

All I can think about is
You and me driving with a Saves the Day record on
We were singing 'til our voices were gone
And I was falling hard
You were barely hanging on
And now I wanna chase forever down
With you around

We were running underneath the California sun
Underneath the California sun

All I can think about is
You and me driving with the Saves the Day record on
We were singing 'til our voices were gone
And I was falling hard
You were barely hanging on
We put a record on
Kept singing 'til our voices were gone
And I was falling hard
You were barely hanging on
And now, I wanna chase forever down
(We were running underneath the California sun)
I just wanna chase forever down
With you around",19
Sum 41,Reason to Believe,Screaming Bloody Murder,3/23/2011,"Everybody's got a secret...
Can you tell me what is mine...

I've been waiting for something for so long
To show me the answers that I want
A reason to believe in that's so strong
But I don't think that it exists

Yeah, give me reason to believe
This world's not a sick machine
When everywhere's a dead end in every direction
Yeah, can you give me what I need
Or just sit and watch me bleed
Because after all, you can't get everything you want now
But all I would need is one thing to keep me moving on

Everybody's got a secret, can you tell me what is mine
Can you tell me what you'd find
I'll tell you if you keep it
I promise not to lie
Well, I have the fears, the pain and the tears I just can't hide
It all disappears cause everything passes with the time
All you need is reason to believe",31
Sum 41,Screaming Bloody Murder,Screaming Bloody Murder,3/23/2011,"I'm not quite myself these days
Guess we all come undone time to time in different ways, well
I have myself to blame
Guess I don't understand, I need help in many ways

God's got a plan for me
Well I'm going to tell you one thing
I don't got the patience, or the time
What can I say
I'm no angel
I'm not forsaken
But I can bleed

Tear me open I believe
God will set you up to bleed
And no one can deceive
What is meant to be
And ""Bloody Murder!""
We will scream

Well I guess it's time for me
Tell me what I'm left to believe in
Cause I don't know the concept of the pain
I don't want the faith, I'll just lose it
I can prove it
Watch me bleed!

Tear me open I believe
God will set you up to bleed
And no one can deceive
What is meant to be
And ""Bloody Murder!""
We will scream
God will set you up to
Tear me open!


'Cause I'm (Hey!) not giving up (Hey!)
No self-control
Suffocated to the plough
I'm my (Hey!) worst enemy (Hey!)
Who can't be saved
I'm just his disgrace

Tear me open I believe
God will set you up to bleed
And no one can deceive
What is meant to be
And ""Bloody Murder!""
We will scream
God will set you up to
Tear me open

These days are strange, it's true
There's not a thing that I would change
No mistakes that I'd undo",31
